"DisplayName","AverageScore"
bugBurger,14
scriptmonster,2
Ghassen,3
Rails begin,1
VMT,4
m35,3
cja,2
Bob Dizzle,2
biswajit,0
a432511,2
ortnec,0
Smruti R Tripathy,-2
Sirithang,1
James Ellis-Jones,1
pifantastic,2
Jon-Eric,6
Jonathan Pierce,1
TcTom,1
cdata,9
Deian,1
binco,13
Chapel,6
user525542,-1
BSmith,0
Brian Heard,3
user227448,0
Benjamin S.,16
bruno dorella,0
Liam Smith,1
shiawuen,0
Nullx8,0
rybosome,1
mhitza,3
jpromvi,1
jacobko,26
FlintOff,2
lenrussell,4
Phoscur,0
Martin V,15
TimF,1
Erik Allik,13
user336181,1
Chris Pemberton,6
Rapture,1
David Costa,6
Andrew Marshall,2
Graham Borland,3
Goden,1
avi cohen,3
Denis Bredikhin,0
user473750,7
rich wecks,0
ajberry,0
Kazimieras Aliulis,5
apparat,3
sjlee,15
manolovn,2
user558209,10
user313856,2
zaphnat,5
Guy Pardon,1
skalb,16
andyashton,2
Solution Raj,0
jeslas,0
Andrew67,1
holmb,1
Tom de Manincor,1
Imagist,8
Bee,24
margal,5
SpecC,1
Qz.,0
nunofmendes,2
Joó Ádám,2
awayken,2
New Developper,2
novice17,0
HQM,3
Snukus,0
asliceofdesign,1
lila,2
naoko,1
SUKIYAKI,2
user470902,3
Robert Eastham,0
bobikk,0
Camilo,4
SIr Codealot,9
Sir Code-A-Lot,2
annaoj,1
user229586,0
João Cardoso,4
Fransiska,1
Shubhendra Singh,4
ninjasense,7
Adam Hawkes,2
tdavis,15
Kmett,5
user489023,4
Eccaos,4
Chaowlert Chaisrichalermpol,8
harrymasson,2
shanika,0
Manivasagan,0
jakebman,19
rcreswick,14
user80378,-1
antz,7
user2040060,1
automatthias,2
Jitpal,0
Matt Lynn,58
Domestic Cat,3
Paul G.,1
escalon,9
Rukki Odds,4
Veron,2
user366731,3
Petr Kozelek,2
Acebone,4
iFranck,0
Laurie Young,300
Sam Jones,2
Jonathan Morgan,2
Alvin SIU,11
Tony M,6
unicornherder,2
Larry Zoumas,6
Energetic Pixels,0
Gary Joynes,1
FunctorSalad,3
D Godhani,1
ONYX,1
Hilbert,0
Robert Williams,1
Kapil Choubisa,1
rystsov,3
David Mårtensson,0
paulbailey,2
computergeek6,3
Steve Tjoa,17
PatSim,1
Jonathan Ramirez,2
David Wick,2
M. Roessler,1
Michael Rutherfurd,11
Davisson germer,-1
Oleg Lutsenko,2
user422506,2
user318554,2
kobusb,31
pgras,5
Pavitar Singh,16
del.ave,1
Eric Farraro,16
Prozacgod,5
Jeswin,1
eyjo,3
Sixty4Bit,19
Jose Gracia,4
Dejan Stuparic,1
eggbert,3
cobrien,5
enerB,46
Rivki,1
Hulo,2
user199196,0
lucamilanesio,1
user138420,2
Ulrich Enslin,36
bar,2
softwarebug2.0,2
wataradio,0
DWilliams,1
Jon Hadley,5
Patrik Melander,2
Jonniesweb,2
jxelam,1
BeFy,0
Robert Hedrick,2
Zbigniew Kawalec,0
Xulfee,1
Arakyd,0
David Laplante,0
Dave Stringer,1
Adcuz,11
mera,1
Bear,2
Jusbriggs,0
Alioooop,3
özer özay,-1
Alois,1
Zhenyu Li,2
Frank Ames,1
Scott Porad,0
abjennings,10
grava,2
andsri,0
geeketteSpeaks,0
denim98,2
Kid Kaneda,4
Jakub Filak,0
Ben Curthoys,0
magictalong,6
keks,2
Driftwood,1
Jiyosub,7
Ian C. Anderson,2
Hobo Joe,1
NWCoder,3
sippeangelo,1
user426194,-1
sjclark76,4
Martin_T,1
C. Dragon 76,6
Emmanuel Dupuy,13
po.,3
Neil Duxbury,0
userb,2
whitehorse,0
IceMage,0
user479883,0
Lakshminarayana,-2
Arthur Vanderbilt,3
Mike Desjardins,1
Mark Shephard,5
Naze Kimi,0
chris__allen,8
Jeremy Warne,1
Diego Maninetti,18
hNewb,3
Aaron Longwell,78
Jiangong SUN,4
xiaolin,0
neilb14,5
Kelly Ellis,12
pharma_joe,2
boreas,1
userlite,2
stakx,10
Cleber,8
Ronni Egeriis,7
rs199483,20
SEM Truth,0
Jocke,0
jitendra27,0
AnnieDee,6
iemo-ed,2
Nick Robinson,0
Jithesh,3
Bjorn Backlund,0
EasyEcho,2
elCarda,7
RobotGunslinger,0
user51517,1
Seth Reno,6
nicknystrom,8
Reeds,2
NickSlash,0
mahfuz,0
Eol,1
kaissien,0
xKezu,1
Matt Owens,0
Jerry Of Perth,3
jruel,-5
Frank Stallone,1
cryptos,0
Halfasleep,33
Simon RC,12
mos,0
juco,1
Vinay D,0
Nutel,17
Dustin Hotard,1
KH.,2
FoxLift,1
Anthony Fisher,3
Miguel Sevilla,1
gregoryromero365,2
David Mills,3
user379034,0
jimno,0
Thyaga,1
Dave Hope,0
imbenzene,0
Felix Weigand,2
Mancunia,0
Rooz,0
HungryLizard,0
yegg,2
Isaias,2
marianito,0
mattdwen,7
Joshua Galecki,1
user141519,0
Vishal Jha,1
Cheng Ye,-2
Kenni,4
Kris Markel,4
Johnny Two Fingers,0
Alex Trott,0
gaqzi,2
wildquaker,2
ameni,13
zemtex,1
Adam Milligan,4
Daniel Bauke,2
swinaz,1
Guo Yanchao,1
ajcurtis,3
robert_d,1
Ghufran,0
timoziemann,2
jayr parro,0
pinkLD,1
Ghosty,38
SingAlong,1
user453230,251
Don Donovan,1
LohanJ,0
Rob West,3
Matt Lynch,6
user192232,4
Philip Wernersbach,2
Alasdair,8
arst,0
fefe,0
Gautam Kamath,10
Edward Anderson,10
user104676,10
SuperIRis,1
Acharya,2
jochem,2
BlueMule07,0
JavaSlugger,3
Sambhu,2
Towfiq,1
user423715,7
Paul Brinkley,7
croogie,1
Mobi,0
nsn,2
Pablo Fernandez,27
gareth.roberts,0
Oren Shalev,4
MrBry,1
Leonardo Borsten,1
zamankul_74,1
Ariel Guitian,5
Phil Rae,0
Sebtm,33
Nick Paulson,4
Nemok,2
sammysmall,1
aholleman,0
Boris Kolpackov,2
stffn,0
Kyle Hotchkiss,4
Gregorious,1
neuromancer,9
Emily Carter,2
loudiyimo,17
beast,6
Aly,7
VIT,8
user23932,3
kwyjibo,4
contador,0
George Bailey,8
navjeet,0
rafrafUk,1
Matt Jarvis,1
N3nn,3
seedhead,11
Stephan Hovnanian,0
jean-michel,5
wham12,1
teGuy,0
timyrlan,-3
Hong Ning,0
user543666,0
Gezim Kryeziu,0
PankTrip,0
Zuul,2
AtliB,4
mattl,1
lonewolfcoder,1
Your Boss,3
Prashanth Padmanabhan,1
human,5
Jazzinghen,1
derobert,8
amt1983,0
TimATX,1
Baconbeastnz,0
ITRushn,11
Azy,1
zxbczxb,2
user479380,0
Schwarz.Oz,9
DirkReiners,1
XC.,1
csgui,2
prince2,0
Aaron Kapitsk,0
leo goodstadt,2
frast,3
stormsoul,2
user187023,3
Kjetil Watnedal,15
AwesomeTown,4
tkf144,2
Charles Oliver Nutter,2
Dingle,5
mfcabrera,0
user106456,4
sandeep manglani,1
user38902,80
naveenkumarmca,0
Splashdust,1
user400827,0
JPReddy,4
Sayed,0
mlm,0
Alex Papadimoulis,10
jpc,3
Zack Sheppard,4
filipewl,0
ncrnw,1
Carson Baker,1
gooli,8
ringmaster,7
user128526,1
Kim Madsen,1
thiagoleite,3
Mark Hewitt,0
Pma,2
NoviceAndNovice,1
user373707,5
nullable,4
Pinko,16
kellyfj,21
user393014,1
RocmanX,37
topwoman,4
vdk,6
Sagara,1
user69260,12
user163525,1
shiran bar,0
Mads Ravn,1
himen,3
Marlon Lopes,5
Raghuldev,-2
Itako,4
Ess Oh Hader,0
Bryan Rowe,11
Extrakun,4
Joe the Hamster,5
rise4peace,1
engineervix,3
pingswept,3
Michelle W,3
pic-o-matic,4
Kyle Schmidt,3
user242726,8
pedrodg,0
Let me Ask,0
nikitautiu,0
markruze,0
J-F,3
Yasir Arsanukaev,5
user312373,0
scripter,0
ladidadida,1
dgmltn,32
PROhan,0
Carlos R A de Oliveira,0
xiaoa,1
Noodles,1
Danijel,3
Mentalikryst,2
Daniel Rucci,5
UT.,1
jaircazarin,2
Jarod,10
Joel Ryan,0
Tony Meyer,14
DrSammyD,6
bloparod,0
bublebboy,0
drchip.PL,3
user42587,3
The Fairy,1
JCab,28
Gustavo Guerra,7
Alex Yeung,5
mahmoud166,3
Marsh Gardiner,2
onion,3
ester23,1
Anne Sharp,2
John Dhom,2
Janne Laine,0
Kristoffer Olsson,0
ganesan,1
Prazi,0
MrUpsideDown,2
user348357,4
J-_-L,2
user503568,2
Andre D Spencer,6
vbezhenar,7
user357816,0
NickR,2
GrumpyCanuck,3
LukeN,4
itsaboutcode,10
DancingSheep,0
Brian Mains,1
SkyMargo,1
Taylor Boswell,0
S0ULphIRE,0
ncite,2
ezmarques,0
Bogdan Kanivets,2
cschear,2
Mwrig,1
copypastecoder,0
Josh_E_L,6
Kevin B,1
user007,0
Andrew Crowe,31
Kodova,4
WLPhoenix,2
Mark Perkins,3
Sohel Kapasi,0
tumbleweed,9
Johnathon,6
kripto_ash,2
planetp,8
Nimit Jain,1
Jp Bassinello,1
miket3,3
Jeck,1
Binarytales,22
pqnb,4
jjqqq,0
GoolyG,0
mahidce,0
Elenor,1
ramanujan,17
Haim Evgi,9
ROWLEX Admin,1
ador,0
Moorthi,1
Kim Palmer,1
BriteIdea,0
yhzs8,1
user77480,259
J.R. Garcia,1
Yuliya Rakova,1
halifar,5
user8855,2
gregwhitaker,4
user124112,0
stupito,2
DLeh,1
Steve Ledridge,0
Mr_Ed,1
Andrey Frolov,2
Ionut-Maxim Margelatu,1
NeoGlitch,2
k4.,5
user515909,0
Gizmomogwai,7
kurreltheraven,1
Emerald Hieu,0
xml-looser,0
sakamoto,6
user423287,0
user2668,22
indyfromoz,2
jtpereyda,2
Igor Nardin,41
plainspace,3
Anonymous scholar,0
David Bick,9
John Snelson,1
mrwes,3
user107123,6
Richard Rail,0
ZeekDaGeek,1
mandnd,0
tolitius,18
SajjadZare,0
iamalismith,0
barbary,1
Leandro A. Boffi,1
Gerardo Calixto Aquino,1
frLich,4
Gabriel Braila,2
Omer Gilad,0
RyozKidz,-2
Maxime Rouiller,6
Peter Clark,5
Oliver Vogel,4
uicoded,0
schweinsteiger,2
Dan Higham,23
David 'the bald ginger',4
Daniel Gasienica,3
pgn674,1
jabb0r,2
Mattog1456,1
Neal Carroll,0
Lukas Pirkl,4
Justin Philbrow,0
Reaction21,2
Tony M.,17
Fouché van Rooyen,4
Alex Peta,6
Melony,0
wisequark,4
Mark Rendle,8
NoDisassemble,1
mithuna,11
Kenneth J,7
Eric Cobb,0
rushi,4
teebo,1
squidz,0
Phil Scholtes,3
Landy,2
lcardosobr,1
patrickhawley,14
Arnold Zokas,9
user35193,1
jpse,10
asdas,1
user240112,0
Prajuvan,0
brij,2
MOH3n MOH,3
Thomas Broyer,4
Olivier de Jonge,3
Matt Clark,4
Falmarri,4
n_openid,1
Nuthman,2
rogueg,1
Sergejs Kravcenko,3
enderminh,1
TLH,0
jcohen,1
micapam,0
user119173,3
twovi,1
randich,3
kyran,1
Shrike,5
Steve McCall,2
elranu,3
kwhohasamullet,2
cwal,0
XaB,6
Jean-François Handfield,0
Fanruten,2
fn.,4
Christian Turkoanje,-1
Joby Kurian,0
Aetius,2
Matt Honeycutt,2
Lux In Tenebris,1
strongopinions,5
QueTwo,1
Boti,0
Larss,0
Casey D.,2
Zaidman,3
sarma,1
Bahareh,0
mluebke,11
Skeeve,2
Hamish Currie,1
harkmylord,1
Roger Johansson,4
K McCluskey,1
bytebrite,26
igul222,10
ArR4y,9
Lucian Vasile,0
gCV,0
glowworms,0
Andreas Wederbrand,8
Bomboe Cristian,0
LaptopHeaven,10
Chris Mattmiller,1
Mariano Kamp,12
user65157,61
belzebu,1
kayr,1
user74042,1
Reed Olsen,10
KennyG,1
mrucci,13
Ortund,2
Moustafa Deif,0
Break Point,10
Designpattern,1
Biggles,2
gfyffe,2
Lakshmie,1
voldyman,3
Sridarshan,0
Randy Holloway,1
smallB,7
mmirate,0
Meredith L. Patterson,5
jweaver,1
fadi towaiq,0
Asif Ashraf,0
eskwayrd,0
user362463,0
MatthewFord,2
Rupert Bates,27
user159425,4
AnonymousShell,0
flint,3
The Brawny Man,2
detour,1
user208114,3
Senthil Kumar B,1
Marinara54uc3,1
arturgrigor,41
Jloa,1
karlsbad,20
Oleg Tarasov,1
Jeoranpaul,1
Ching Chang,0
Anthony Chivetta,1
JGrimm,3
KaliRagavendran,-1
Simon Wentley,5
JDT,4
leqiang,-1
T-Lin,1
cnovice,8
dbds,0
Mike Hildner,2
SrgSurge,1
tokaplan,0
initlaunch,3
KSA,1
Roman Mueller,0
David Ellis,0
Abelevich,3
user156510,1
pioneer78,13
darshan,2
Ragster,2
Fred Thomas,1
ideotop,1
Piotr Owsiak,9
bushman,2
Peter Dolukhanov,5
kylex,4
user41584,-2
codepadawan,2
Reda.Web,0
alfjorgen,5
Fama,0
cybopob,1
user384021,2
vinaym,2
Shapour,2
Andrew Pouliot,6
sweetie,3
ritmbo,1
CodingBytes,1
Tom Welch,-1
meelow,4
sc_ray,2
Misha Moroshko,13
user468916,0
michaelv,0
C.Evenhuis,1
user15432,11
Semere Hailu,0
wbg,2
sepp2k,14
rohithkumar,-2
orange24mint,8
frenetix,0
Perhentian,3
Sami Abdelgadir Mohammed,0
KingPop,1
alexeiz,0
CCC,0
Ekkaia,0
barisdad,0
lumberjack4,4
javaguy,7
eyuzwa,0
Myles J,6
user274816,2
mariam,0
Hans Sixhöj,1
misfit153,1
snth,8
Jiahao Chen,25
simon04,3
Gogorrr,1
Jul,3
elvan kahya,4
nachomaans,3
dakamojo,0
user311844,0
thoughts,0
shortbaldman,1
Richard Fennell,1
DmitryK,1
James Kimble,-3
Tekhne,20
fang_dejavu,2
Rachel Shearer,1
sungl,0
Waleed Amjad,8
Cytown,7
Ruben Verborgh,1
Moro,3
Terry T,1
James King,2
Sammaeliv,-1
Reakus Rogue,1
bozon,0
Tetrad,4
parti3an,4
Jane T,1
jdawley,44
user365829,1
TMA,0
Silvercode,4
Philipp Schmid,2
Jonathan Ballet,3
monday.c,0
Ede,6
Paavan M,1
Iskrahelk,2
perelin,1
Chen Levy,13
Sigurdur,3
john_man,2
avalys,16
user158360,2
user274229,4
morningtoast,1
Morten Berg,19
Nyla Pareska,2
Freddy B. Rose,4
Jim Slavens,1
hellangle,4
Arthur Neves,1
wonder garance,1
fras,1
jqa,1
Ghada al-Naqi,3
Yulien,1
Tonatiuh,2
Amadiere,6
Rick Regan,4
Jamie Czuy,1
A-Dubb,2
Stéphane Goetz,5
chuck,8
Munzilla,5
Bohoo,2
Berufsstudent,9
Jonathan R. Wallace,3
Larry Kubin,-5
quiksil12,2
Magnus Westin,2
delimited,2
Pythonizo,0
Matt Thomas,24
electblake,4
Pierre Rust,1
samengland,2
Maxor127,0
YogStack,0
scott miller,5
Salvador Aceves,1
stic,3
user540298,1
user364664,1
amadain,1
Nick Browne,0
rafaelochoa,3
Jonathon Hill,2
camous,3
lmb_nl,3
hari,2
Luis Siquot,0
user473548,2
james tyner,1
GISmatters,1
Bridget Arrington,0
mcfearsome,1
Bruce Payette,9
SergioKastro,1
user234850,8
Collector,2
Seb Kade,21
Kim Tranjan,5
David Peckham,5
encolpe,0
anacba,0
Rn2dy,1
Hirnhamster,20
Harm De Weirdt,2
scubabbl,18
Soufiane Hassou,3
Martin R.,0
Simiil,2
user413280,0
Hamed Szilazi,2
Sajad Bahmani,14
quil,0
ahmontero,3
Fabien Coppens,1
Kasheen,1
shatl,3
blokkie,37
w35t,2
Fred Austin,0
ThunderStrike,2
user311707,0
Steve Wetherill,0
GlueR,3
thure,12
user64126,0
Stoosh,1
SilverRuby,0
Bazurbat,6
pdc,4
pinto,1
Martin M,1
josha76,0
celion,4
user444491,7
Jun Wan,2
Paul Curtis,1
PUFFY,4
santiagozky,0
Will Boyce,71
Seth Spearman,3
Mendokusai,8
theKing,6
nitzmahone,3
juanjo.arana,1
Saikrish,3
HSK,1
futurlo,6
pdxrlk,6
Jared Bienz - MSFT,4
Rattan,0
kranthi jajula,1
davispuh,9
Markus Maria Miedaner,0
cam2574,2
Liao,3
user98071,2
bookmarc,2
Nescio,16
joycollector,15
Jonny Frank,1
spookycoder,4
Anathema,0
d3s,0
Evan DeMond,4
Morten,10
jeremydouglas,0
user18195,6
janusti,1
Nicholas Maietta,1
Gelbin,0
Keith Murray,1
iangraham,1
mantuko,1
shivam,1
Meet ,0
junkforce,1
Andre Gallo,2
TJF,2
Asim Sajjad,2
awright18,0
rysson,1
proyb2,0
kwikness,0
user297403,0
Russell Stewart,1
tokeefe,0
Aran Mulholland,4
mglmnc,5
user501743,6
michael0121,0
mczepiel,0
CPCase,3
iulian dumitru,0
Stese,1
Cagatay Undeger,3
Steve Agnew,3
Azder,4
rprasad,9
KatoMan,2
artdex,0
SOFextreme,0
Benjamen J. Bennett,0
user297975,1
Suraj Shrestha,0
Littlesmith,4
uggwar,0
Callisto,14
user314827,6
tomws,2
Preston Guillot,1
NBenatar,2
timhy,0
Melih Öztürk,0
Henry,3
Matej Zimic,2
Pavan Yalamanchili,1
user386762,0
Anton Ziska,0
Nick Hammond,78
chrisonline,6
Peter Duijnstee,3
Edgar Klerks,0
Grumbel,12
blacksheep,0
Amar,33
user455176,9
user1494851,1
Ivaylo Novakov,1
Ashald,1
Rei Miyasaka,3
user333453,2
Tarbal,7
Harri Siirak,6
fjxx,1
TheManAtTheOrgansiation,1
gordonwd,7
Tony Paille,0
losingsleeep,3
JRSofty,1
Ivan Leider,0
Mark Lansdown,9
pani,2
rspeed,2
Zeshansari,1
achillesminor,1
F.G. Wenger,0
Ghidello,0
Revenant,-3
Senthil Kumar,7
code bug,0
user431514,31
zarkon,1
Tato,5
user331320,2
jhaukur,0
Jon Weinraub,4
Bill Dawes,10
In-flux,0
user484831,0
dfh,-1
Kevin Tan,0
John Rhodes,1
Ian Oakes,14
kil4,0
Influx,3
Diamond ,0
user407614,0
Ninjarabbi,0
samuraisam,2
user524563,1
Linus Norton,2
maxl0rd,0
Jason Fritcher,6
Eric Sorensen,5
W. Goeman,1
Rex Reign,0
Kevin Williams,5
Alberto_Saavedra,21
Catto,2
user11104,2
Emil,4
Florin P.,0
Denis K,5
zlajko,0
pdbj,20
Rismo,39
PlayKid,3
Shakti Singh,2
Stubear,1
Aditya Sharma,0
vanja.,3
snakewa,0
zeroasterisk,1
DrWiggly,3
user383363,0
Bahans Sallu,10
KiwiNige,4
Aaron Lampros,0
macwasik,7
Henrik Hanssen,7
Macelle Legaspi,1
maxchengcn,3
Kent Lai,4
Big Endian,1
fritzv,0
Elric,2
user515985,5
Cookie,1
user364577,0
Phill Collins,1
cyhcyhhychyc,1
moster67,0
lbholland,0
fishcrimson,2
Iulian Boiculese,1
Bo M,1
Joshua Pinter,6
Sanva,0
ilijaluve,11
Irmantas,12
Tom Halladay,5
Neomoon,0
heavilyinvolved,1
Xiwen,0
challengerTA,3
Cdiniz,6
P3trus,0
Austin Wagner,2
IAmNaN,131
BandyOrc,8
Andrew Selle,4
simi,11
Nyantho,0
KailZhang,3
Talat Eri,1
grady,7
user961435,0
Marc Meketon,3
OwenP,14
wergeld,2
Fellmeister,1
ygoldgur,3
user75278,24
Jacob Hume,0
John Sloper,2
Robbo,1
user130995,1
dldnh,1
JamesAlmond,2
gKesharwani,0
Josh Close,10
mdarsigny,3
Freedeveloper,0
Mistake78,4
Lucky5,8
user10060,3
ishanrc,2
WorsHound,0
miojamo,0
Simone80an,0
Ville Krumlinde,4
Screndib,6
coolbootgeek,6
albus,2
Shawn H,13
Bryce Fischer,4
MovGP0,3
Ravi Rao,9
T_Zano,-2
user9391359,2
Jakis,3
Aaron Barker,1
zallarak,0
Skarstoker,1
sij,2
mandoy,0
Bmore,2
Nicholas Blumhardt,7
user231161,2
Matt Ralston,16
elfintar,2
lfborjas,2
brainydexter,4
bishboria,3
Adam Stewart,2
Norleb,0
vismaran,0
CaseyHunt,1
yasha,5
luyomg,0
Dex Ilic,1
uuuu,0
Jason Iverson,16
iv_ekker,0
UCU110,2
Cagatay Kalan,0
zoul,7
PAS,1
user364003,43
storm_to,0
BobiYo,16
BPR,0
bhole,0
deathwalk,1
José Cervera,1
justmeol,185
user284026,2
nnsd44g,0
Dan Berlyoung,2
mlhp,0
granadaCoder,6
John Banks,8
Joe Jordan,8
tillda,13
chester.boo,2
Anthony Shaw,1
gis_wild,0
Robert Daniel Pickard,1
zackery.fix,8
Ziv Eylon,2
Deepak Dubal,2
jSherz,1
antsyawn,23
Jeff Blankenburg,13
strange,10
AndroidUser,11
G.S,4
DavidAS,2
Jeff Ober,2
David23g,0
Frank T. Icali,10
John Culviner,11
MarineHero,2
Scott Ding,1
Artemy Tregubenko,110
user5620922,0
WayFarer,11
amitn,3
Reed Richards,4
Justin Emery,2
Gary Riley,1
Amplify91,16
user355622,0
Jamie Cook,3
TWR,1
Aamir Yaseen,3
Creativemind,1
Atli,3
Nasif,0
morteza mohammadi,0
Tricia McMillan,1
Shubham Bahuguna,1
LePiaf,4
Lilit,10
snakile,17
Dwayne,1
frameworkninja,5
peSHIr,3
rtward,3
Assaf S.,6
kema,0
dimayak,5
C J,0
Russ Guier,1
VR3637,1
boltsfrombluesky,1
ingo.thierack,0
Aicos,0
radesh,-1
ac94,4
Wen Jun,1
Chris Morgan,6
Jessica Jacobs,2
chephy,2
bnjmnhggns,4
Fred,7
Michel Triana,2
Brett Allred,6
treeface,4
user302823,2
user243357,2
tiftif,15
smoe,0
Duk Lee,9
telno,2
Scott Dennis,0
Nitin Hooda,-2
quanta,3
Gidi,1
Brian Surowiec,5
Jooeun Lee,1
akser,2
FiveO,0
GoraKhargosh,13
codedog,1
Christophe Milard,10
Truegilly,81
Arbitrary-Software,2
tremby,1
abhishek kumar gupta,0
Aled G,2
heisen,5
Neil M,2
olanmills,1
Casey Barker,6
Athena,13
Aleksey Dmitriyev,0
Bomlin,2
hurfdurf,1
Joomala,9
Cecilio,2
bogert,0
gillian,8
Alex Rades,3
jatto,2
chrismjones,1
gcstr,2
Isaac Abraham,1
Rohit Nair,2
Nathan S.,18
Shakur,0
user2424380,1
user280742,0
ninendra,2
user88039,1
bejonbee,2
ProPuke,5
user230142,0
choise,9
camillio,76
Jeremy Collins,6
Curious Attempt Bunny,2
ramulu,0
Epigno,0
Atanas Penkov,0
randbrown,5
Developer100,0
mendicant,2
leejava,4
Gromer,4
Vovka,0
Napoleone1981,0
user434265,1
Herms,6
scottb2,211
Martey,2
user433575,0
Paul Atkins,1
darya611,0
ObjectiveC,0
TS-,1
ATM,1
user379041,2
Nomen,15
tonyontlga,0
Alexander Artemenko,26
Stephen Emslie,1
Raymond Tay,0
AVarabei,0
Gio Borje,21
danjah,0
Jeff Leyser,0
Tom Peterson,0
speendo,32
Jacinda,2
PCPGMR,8
stechz,20
Drakkim,1
shaardula,1
Jari Koskinen,0
Paige Aran,3
Dave Ungerer,12
Dima R,0
Varand Pezeshkian,0
user19113,4
MilkyWayJoe,0
SimonV,4
TopPot,7
abhishekbh,1
Chidambaram,2
itschriswilliams,0
Tobiaswk,93
Joshua Evensen,1
mazniak,49
DaveEHS,0
smnirven,7
Sid Ayden,3
c95mbq,0
LrycXC,0
user431712,2
VLK,3
user313967,127
Intru,2
BZ.,3
jonaspp,0
nrs,2
Håvard,4
Grigory Pek,0
Antonos,2
Raymond Chang,1
user321956,0
Libra,-1
user268580,7
GarethPoole,1
Terry Wooton,1
atam,0
Huguenot,3
theplastictoy,1
jordan11,-6
Andy Terra,10
johnX99,3
Jeff Posnick,1
Manon,1
hbStarkMuffie,18
YC.,0
Blackbinary,4
RajJ,1
Bill Yan,0
Kactus,3
Ramu Nachiappan,1
Jeremy Mattingly,14
Claudia,0
Imabigfatseacow,2
Birkan,0
Rag,3
CCw,9
lnetanel,3
Daniel K.,4
PottyBert,3
user404995,0
user315156,0
Scanningcrew,2
Jim Beam,40
user280626,41
Austin,4
wftw,6
Vallieres,1
kpower,5
oh boy,7
user325644,0
Vallières,9
Anders Rask,1
fabrik,3
Felix Kling,10
user528451,2
Thomas Lee,3
Snukker,9
AdmiralNemo,5
user296949,4
rogue780,1
Pila,18
vinee,4
jfabre,5
iandouglas,6
Isaac E,5
Jason94,5
reduction,4
Nitramk,5
Peeter,1
sntnupl,2
med4th,3
Steve,5
Greg Bacon,13
Mathavan.M,0
Dattatray Dongare,1
Timothy Nichols,1
Ertan D.,3
MikMark,2
Rangachari Anand,9
CLaff,7
user442557,0
greenDragon,5
Sebastian Schavoir,0
"200found",0
tiya,0
Eugene N.,1
monkeysplayingpingpong,1
user338159,2
user25800,7
Thomas Danecker,7
Chasler,10
r0u1i,2
g0na,107
Mimyck,5
Arun D'souza,0
Sudarsun Santhiappan,1
doobop,10
andi_sf,1
Aleksander Kmetec,17
steve.krieghoff,0
nhusnullin,0
John Kane,4
ua.Skywalker,3
Soni Ali,30
exsource,2
Perfect Designing,10
justicepenny,3
Mario Arias,8
samogon,-1
mayl,1
runeh,23
user148908,3
Arie Devlin,1
St.Woland,5
Krzysztof Sobolewski,0
Joel Cuevas,1
jcaruso,0
Piers Myers,17
user439828,0
BigMac,2
Sachin Ranadive,4
anshul2181981,0
bwindels,3
Kris Giesing,2
Daniel Jennings,12
netadictos,2
edgi,7
Patrick Lewis,49
hoyhoy,11
felixhummel,1
StoneBreaker,1
markchagers,4
peppertherj,0
Clerks,2
Bjorn C,0
Andre van der Schyff,2
imonsei,2
reox,12
halfer,19
exception64,0
aurel,1
egrunin,3
kjones1876,1
user17384,1
PatrickWood,5
Nadeem Douba,7
user557563,0
Andrew Forrester,3
user54700,9
Flexer,0
Daniela,2
Anda Clarke,1
Bryan Maxwell,3
Christopher Fairbairn,2
Saud,0
Nim,2
craftyfirefox,0
Gabby Ho,1
mysticboy59,1
radekg,1
DavidEBest,0
Rudy Lacovara,2
Catfish,2
Ricardo Ramirez,5
Mike Muta,3
psanzani,15
MalteseUnderdog,3
user383295,8
Kipow,0
Sergej Andrejev,2
Wenxiang Wu,2
Julio J.,0
user355727,0
Richard Nagle,136
ndim,11
outer join,2
James Cronen,4
Magus,3
Kari,2
umera,0
buckminsterfuller,0
Jason Weier,1
TheMorph,1
neil tang,1
user15618,0
ramayac,13
mr.antistatic,2
scheffield,11
theJosh,3
sanbikinoraion,6
sea6ear,20
user298167,0
caseman,4
Evresh,1
davea,5
bflora2,0
user277840,2
Matt McMinn,19
Herr W.,14
jimdahl,5
Roy Goh,3
John Jimenez,0
BiscottiLighter,5
Alfa Stone,0
Ivan Slaughter,1
danblaker,0
Joel Kehle,1
OderWat,4
Michael Mallett,0
phpwns,2
arexx,4
MDRoz,5
TomShreds,2
JAML,0
Sandroid,0
Meglio,4
brianng,12
Patrick Sparrow,4
Jad M,1
passerby,1
Bill Mahoney,7
Quentin J S,0
Jarmo Jaakkola,34
BrainOverfl0w,0
clyc,1
thebiglife,37
Nick Locking,4
user241146,13
Sofie Van Opstal,0
HtmlTableGuru,0
Graffen,1
jadkins4,10
PavelsM,0
penguin4hire,1
KvanteTore,0
user61477,0
pitti,8
Tony Drg,0
user215310,3
Cochese,1
Nicolas M.,4
giftederic,3
Erik K.,2
Scottae,6
Steve Casey,1
flyon,1
Frans,10
Bouke Woudstra,2
Sai Perchard,7
SpaceDog,1
charleso,8
guy,11
user484347,0
rest,6
Robert Wismet,0
KyleLib,1
Sonic Beard,0
Bill Mudry,3
Dominik Antal,2
Eric ROSAS,1
Christian P.,3
TheOCD,0
Grimtron,18
Mike DeMaria,2
x13n,4
Sean Schnoor,0
technicolorenvy,2
Omar Fernando Pessoa,14
AlVR,1
HopStream,1
manila,1
TehTreag,2
Will Norris,2
Salespad,3
"5et",2
