"DisplayName","AverageScore"
schmod,0
zhangwenjie,0
Florianx,2
Jens Kohl,9
nana,0
razvanb1romania,0
pindiwala,39
OMG Ponies,7
LG_PDX,4
fscmj,2
Murasaki,0
alex25,4
user316917,1
Sanjeev Satheesh,1
Somenick,0
Jon Hull,3
Alex Rios,12
maff,3
Ragnagard,0
user220944,0
gkedmi,2
sujeet pathak,2
aculich,61
daz,1
Kalantir,38
wanderingbear,12
Glenn Burkhardt,1
Ian Hannah,2
Jamund Ferguson,4
ag112,1
niks7,1
shyam chandar.s,1
exd,30
nixon,1
user347312,1
vurte,0
Marc Abbink,0
Tiago Almeida,13
inkredibl,4
Tausif Baber,0
jazzdrive3,1
walkerk,0
JasonCG,1
Freddie Witherden,4
Bhanu Krishnan,1
Dorian06,0
Adam Tal,3
jamby77,1
James Piggot,0
cmroanirgo,20
Matt Joiner,10
egmg,1
Darkroro,247
Troy Cox,4
Pratik Shah,1
fogus,27
Michał Górny,5
lindiand,2
purpleKarrot,4
mocybin,9
Shnakar,0
dmanxiii,416
Dan Woodward,7
Dominic Charley-Roy,1
Nedloh,3
Claude Vedovini,2
tdavisjr,1
x4tje,6
IProblemFactory,2
brandizzi,3
jmcejuela,1
John Jin,0
Adzmir Mashudan,0
user445755,0
oguy,3
"629",3
Quintonn,0
Imageree,6
darkman x,2
Sam Jarman,3
Ken Pega,3
Nathan McDaniel,2
chapluck,1
user504342,13
dpq,6
KL.,3
EvanAlm,1
grimgav,2
Menachem Almog,1
crusy_,1
Ash Burlaczenko,5
Thoti,-1
Bryce Guinta,6
dnh,1
Kai Arnold,1
Shashwat Shriparv,3
Hossein A,0
Stephen Tolton,18
robinator,1
Ben Crowhurst,2
Denis Gorodetskiy,5
Mahmood_N,2
rwheindl,0
Son Nguyen,1
sanmiguel,22
nishantcm,2
jakab922,13
Ryan Patterson,0
user336359,13
Rivendell,2
Daniel Cai,0
Dominic Mitchell,11
Jean Fabre,0
Matthew Woodard,2
Charlie Zheng,-5
Dillyman,0
gram,2
lechup,0
Dale Henrichs,11
Andriy B,2
Edgar Hernandez,6
RexOnRoids,7
user357411,0
user542164,1
user35099,12
Eric Butera,2
Rotaney,2
edburns,3
Miguel Febres,0
Tom Carr,4
Damovisa,10
beatak,45
Alan Jack,2
pjrharley,1
ASeale,12
Eiswind,2
gicappa,39
user229207,2
DSpeckleback,3
Erik van den Brink,6
Nick Johnson,4
Adam Eberbach,2
user267612,0
Hajer Mrabti Boulifa,0
Carlos Eduardo Olivieri,3
Taylor Price,2
Tamanna Jain,78
Gunjan,2
Ashin Antony,3
Rubber Duck,59
user88064,1
schotman,0
Jayson P.,3
tm1,5
Elvar,4
guai,4
foradream,3
zreed,1
Luis Berrocal,0
igor.beslic,1
Stegway,0
Ajay chadha,1
eliezer,0
Turbo Sikh,1
Kevin Kaske,4
crazyscot,4
harwig,1
mostgood,1
Nopcea Flavius,0
Marcin Inkielman,12
YOGE,0
Eddie Rowe,2
Alex. S.,152
KotBerbelot,6
Anton,10
NA Slacker,3
Ataman,0
Chris Ruffalo,9
ara t howard,10
Thisara,1
user342580,1
Vicki Mollenauer,3
zybotix,0
"3madi",2
GotAmye,1
Cormac Houghton,0
Trent Acid,0
user397696,2
Randhir,20
uzrbin,0
jOki,0
Matty H,16
Whaledawg,16
nbl,37
SpockMonster,0
Aleš,0
Rob Bennet,2
Ales,1
anjali,0
Robert L,3
Elliot Foster,2
Dotnet Coder,1
Radenko Zec,0
Shortseller,0
user393377,0
grunk,2
Antoine P.,5
geofflane,4
Larry Hipp,5
David Platt,2
Mark Buckley,1
VoimiX,1
Andrei Stanescu,2
Marc Laza,1
Eno,15
Bilgehan,-1
user285864,2
zaf,4
Deepak Kumar 'SORTED',3
Experienced Joe,0
Carmel,0
Matador1006,1
Gerhard,3
Otheos,4
Peter Schultheiss,4
rgupta4,0
cirons42,0
Aidan Brumsickle,2
alexpeter,30
Kyle Ridolfo,3
Arran McDoanld,1
Brad Hein,6
ghammond,0
elGEoRgE TheKiLLa,3
ronys,2
WillyCornbread,1
John Flack,1
AXheladini,5
badkya,5
Davemundo,0
Jef Ty,3
Benny,2
nrp,2
user511038,1
passsky,15
chrishomer,4
Zeynel,3
atis,2
Emre He,0
Nenad,17
Georgian Citizen,4
Jem and the Holograms,1
VvDPzZ,2
MoeABM,1
molesworth,0
Mike737,2
the daniel,46
zfedsa,8
cafc,1
paludarium,4
jknair,3
mobilemercenary,0
Lem,2
zardosht,6
Dabowheel,1
user357783,16
Amirul,6
Jon Marler,0
DavidGOrtega,0
Fayway,0
psamwel,9
Robert Monnet,1
user231967,2
new guy,2
Michael McKay,0
Scofield,3
jonaskilian,2
JP1971,2
J3hova,0
petsagouris,1
Crios,2
Francisco Alvarado,5
hugo24,1
Anne C,0
Justin Foreman,2
btiernay,6
Amesey,0
Fontanka16,1
FossilBit,19
LearningCSharp,4
Digital Rant,1
mr_miles,0
Damir Zekić,28
Or Weinberger,1
Ryan Madsen,13
maheen,1
ChimeraScorn,0
user556383,1
mrhahn,28
Jim Rush,1
J.Merrill,1
abnev,2
user403761,1
Marcel Schoen,1
iscavengers,5
Stanley Ngumo,8
shangrila,0
Anant,2
user440727,1
Suleman,4
Apropos,1
Karma_Police,6
Nowell,1
Muhammad Zeeshan,8
Bhaskar Raju ,0
Marcus Whybrow,3
Doresoom,6
becsystems,1
user289730,-1
user305881,0
bbayles,2
MVargas,0
Sachin,3
user265427,12
Parvez,28
Alla,2
mungojerie,4
Don Quixote,3
mg_england,5
Kelly McDonald,5
IQpierce,5
kamajo,16
Tom Bushell,2
Qiao Yi,1
foxgem,1
marcos,5
Roland Sams,0
hitesh agja,0
mortenee,3
Asim Jalis,23
Licargon,1
Vantomex,1
Unless,0
user496218,0
manemawanna,1
adrianrdzv,1
dthrasher,20
cmclaughlin,4
Erwin1441,2
IconQ,0
Drunken Programmer,5
Salman Haq,2
TrooperT,0
Perculator,10
Ronal,14
herwan,0
Balarami Reddy,0
jammulak,4
Shamaoke,5
scaryguy,1
p diddimus,0
YasuDevil,1
Sanal,2
DPlusV,1
TomDogg,5
toomuchcs,3
jayeff,14
user448365,1
Julian Cardonnet,1
Shreekara,0
mltt,3
Simeon Leyzerzon,1
user389227,4
Alexei Polkhanov,2
user73395,1
George Smith,0
Malthan,2
user147031,4
Rayman Zhang,0
bruha,10
Henry Schimke,4
stoo,1
nc.,18
Todd V. Rovito,1
Björn Andersson,2
user456885,10
Nick Ortego,2
mawt,0
oyvindn,3
LordByron,4
Steed,4
Sanin,1
Dinesh Muciliath Jayadevan,0
zep,7
rfunduk,5
user130933,0
Jagan Veeraraghavan,0
JLopez,17
user279470,10
Jeff James,2
Ondrej Uzovic,0
HalosTechnologies,8
Kaitsu,13
user199130,0
Matt Fisher,2
user307666,0
tcbelding,1
politicus,0
bitbonk,9
David Liersch,12
hunaid mushtaq,1
Kaz Fernandes,0
prabhudatta sahoo,0
VoidNoise,1
user441392,0
BigBlueHat,8
Niels Joubert,5
Jukka Zitting,3
Jamie Cobbett,3
pixeljunkie,1
user395799,1
Baradhwaj,2
cin,2
Jim Clark,2
Mikey D,0
Kyle Goddard,3
Durga,4
user472402,8
Procedural Throwback,5
Jakub Hampl,4
nezam,0
Michal Chudy,0
Philip Bennison,0
kritter,1
mar,2
mbi,3
user40445,1
Adam Barney,3
Çağdaş Tekin,6
DiegoFuego,3
John Deverall,0
Guillaume Filion,1
electric_al,1
Israel Rz Mx,1
Jean-Bernard Pellerin,2
user171555,3
Maddest Hatter,0
Kyra,1
Shanison,1
snsd,3
Béranger,0
NTW,0
Paul M,2
zerodin,0
Bert Huijben,7
RobertTheGrey,15
toxaq,3
nikaji,1
upshaw,1
user237445,0
Erik Paulson,5
petermayer-la,0
Vaidas K.,30
Ben Griffiths,2
ychian,0
Hari Prasad Savaravilli,-2
getbruce,1
David Erosa,2
J. Christian,4
John Saunders,2
culebrón,14
marauder,0
xask,2
KajMagnus,4
gchinis,2
Orkun Ozen,1
Joachim Chapman,1
John Paulett,8
shuva,0
EAMann,2
jwillers,0
kgutteridge,7
user225882,0
Aikanaro,1
madhav,0
hoju,7
Thomas Johansson,16
BJoe,0
bgo,1
Laziale,0
Mohsen Mohkami,3
goertzenator,6
Joe Dean,10
Mathieu Longtin,51
Sumit Garg,1
Ameya Thakur,0
Boomstick,6
Gianni,2
tarros,0
Andreas Ronge,2
quoo,1
RyanCu,1
rebelzach,1
Behzad Tabibian,0
user285188,0
David Walthall,4
migo,0
Asya Kamsky,5
fryhtans,0
rrrfusco,0
Warren Stevens,3
H.E.,1
Pat,7
Pedro Bezunartea López,4
Francis Rath,0
Asaf David,7
nbeagle,712
Graham Jenson,0
preguntón,2
Anthos,4
Mohsin Sheikh Khalid,7
Sergii Lutai,0
gap,0
Jason Suárez,19
IanM_Matrix1,0
KenS,2
Haviva,2
Moroders,1
Mohammad Abu Halavi,2
Georgi K,64
user276057,0
fabians,10
Madhur Kumar,3
Chopstick,0
Jags,1
luca.violino,2
user258163,1
shershen,0
S73417H,3
shiouming,5
user287333,3
binary,5
jackRAY,0
Malene,1
Davy,1
BlueCollar,3
Kirk Broadhurst,1
lucindaa,0
chinasailor,1
czk,3
user376539,1
nex2hex,1
Yiannis Mpourkelis,1
Lars Holm Jensen,4
alp,1
user406159,1
Alan Hecht,2
ktrimbach,2
zneo,4
akosidarna,0
iSenne,21
Omnia,2
AKFish,0
zjsworm,1
internetross,1
KnaveT,0
Amir Hadadi,5
user372863,0
sparrow400,4
okami,7
tjrobinson,6
jwoolard,11
thedrs,4
user530802,0
Pooran,0
stitz,1
David Carboni,1
norbert,1
beveraii,1
keefstsa,3
twamn,7
Natan V,0
ThFabba,2
Riccardo Baldinotti,0
kuche,0
vanHand,3
Marko Teiste,1
wahle509,0
Jason Maxwell,4
Do.This,1
Vachara,9
Beryl,0
qq.,0
Berat,56
Qwal,0
Shoaib Nawaz,3
uni,3
johannes,4
user16408,3
Tommy Knowlton,2
Conan,1
hearsaxas,160
user364432,0
kyku,5
Giel,5
Luiz Henrique Martins Lins Rol,5
Kaitatsu,3
JohannesBoersma,3
Roland Huß,2
Folke,1
Neffster,0
user354051,0
Jason Levens,2
httpinterpret,8
Jarett Millard,5
Salman A. Kagzi,7
phantom-99w,5
ssedano,2
Usman,3
EmmyS,7
fred smith,11
the berserker,1
Shreekanth,0
raja9787,2
artgon,2
Paladin,2
aivarsak,0
Chuck Haines,1
JMA,8
jujurenoult,2
Vinish George,1
LSTayon,1
user238424,11
ConcernedOfTunbridgeWells,10
Ken Busch,0
Purni,1
animuson,6
user354411,5
sohtimsso1970,7
Christian Ensel,4
freeall,4
ispan,3
Todd Stout,4
knoopx,12
Ivan Prodanov,9
Arthik,4
Eduplessis,2
anurag85,0
Jorg B Jorge,1
user327823,1
paragy,5
Lbp,0
Jean-Marie Galliot,3
pm08,2
monkeyguy,1
Awgy,12
praveen t,3
user265330,1
Hare Srinivasa,2
Bathan,7
Sergey A Kryukov,-1
xoconoxtle,2
ccoder,15
C.Hoffmann,1
SCM,2
codeporn,2
Paul Hammond,3
Banjer,1
Christian Fries,5
Tim White,4
workingbird,1
SaaS Developer,9
joebert,4
MrSharps,13
ahatchkins,30
thekindofme,0
NKnusperer,2
gacarkan,0
ddorian,0
Desolate Planet,0
mbrevoort,4
Marco Plüss,0
Steve Tyler,1
brewster,3
Gareth Arch,0
Nate K,12
Constant Meiring,2
Bob Hannent,2
Mohammed Barakat,2
Kubeczek,2
darkpills,0
jonny adams,2
Raven,7
the_terminator,1
Jo Albright,0
Luke Gumbley,3
csensoft,0
ScArcher2,41
Stimy,4
Richard Key,1
imusicmash,-1
kayode,2
Maximiliano Guzman,5
elmonty,7
spy8888,0
Skoder,4
Adam Brokes,2
btwong,0
zmow,35
GKislin,0
Samos,0
Abdul Kabeer,0
noobular,3
craziac,0
Steve Haley,22
gerrard,1
Sergey Dubakov,2
Matt Kerr,0
Henrique,1
Ben Reisner,1
user2393462435,3
Michael Vetrano,0
Chessaurus,0
sargas,2
Curtis Edmond,1
mariocatch,1
Peter J. Hart,1
user423075,1
David Santos,1
damienfir,5
Hoylen,8
vinilios,3
Sabazou,9
Ed Trujillo,0
Dennis Koch,2
michaelavila,1
William Cunningham,0
jgor,1
George Pauley,0
user421413,83
Daniel Schierbeck,5
user128026,1
Ivan Klianev,0
cjk,3
user152862,0
user220118,0
joepetrakovich,2
Sadhana,2
Matt DiTrolio,27
David Lindsey,5
vishesh,4
Edmond Meinfelder,1
khearn,1
InvertedAcceleration,15
Pascal Van Hecke,57
JaredQ,1
dongle,1
useCase,0
bug11,1
Richard Durr,3
daniel barucha,0
VirtualGirl,0
Toby Twerl,3
bend0r,2
amain,4
groovehunter,7
pcius,4
Brent Gunning,4
Michael Penza,1
Coding Monkey,3
Jon Weers,3
y0mbo,8
Rajkumar S,4
joshuapoehls,6
FlipMcF,227
SoulieBaby,2
Phamer,2
jithinroy,3
BigbangO,3
teleme.io,1
sirwart,19
duckworthd,1
Cristian Boariu,2
rika-t,3
carlovv,1
AbhinavC,0
José Amparo,0
varunsrin,2
Luis M. Villa,1
user414352,47
vaske,12
markblue777,1
gkj4444,1
Dave Bacher,3
RMcLeod,1
Shahid Najam Afridi,0
sdobie,2
Ken Johnson,3
Tim Norman,7
Carlos Garcia,0
user539444,0
S.Ruscitto,1
DxCK,4
frekir,2
Buhake Sindi,5
Leopard,182
davis,1
Matt Wamboldt,9
Dean Johnston,1
Jim Lukas,1
user496818,0
Eric A. Laney,1
jbowtie,2
Tom Hume,5
Venkat Peri,6
Sardaukar,75
Kawa,4
shpakvel,3
Lu4,4
John  Paneth,3
vrad,4
Tim Tonnesen,1
JoseRosario,0
zimyand,2
Joazito,1
Guillermo Calvo,0
TwoBeerGuy,21
Niklas Winde,2
noboruwatanabe,3
Andy Xufuris,0
lukatmyshu,3
fabio fumarola,2
Sukhbir Saini,0
Torkel Lyng,1
Joel Calhoun,1
Michael Zebold,0
Lester Celestial,2
Tim B James,1
kmerkle,0
Shenoy Tinny,1
Zorf,4
Stefan Rasmusson,2
serega,2
OldGuy,0
Oleksandr Kravchuk,1
user224611,0
hobgillin,1
Zelleriation,0
soulofpeace,8
Alan Coppola,2
Vadim P.,3
Dev Saru,2
Should'veUsedPHP,1
charming30,1
Hoffmania,9
namelessjon,5
Pedro Ferreira,3
Ryan SMith,6
Grant M.,2
Darren Engwirda,5
Rhett D,3
ZeroConcept,6
BoltPt,0
Shabith,237
Kerri Brown,4
Chris Z,5
Jessie Grenfell,0
Zach Scrivena,13
framp,0
Argonaut,0
Asad Qamber,1
mikedhart,0
xmurobi,12
user415772,1
JakeK,0
Philip Davis,1
Pico RG,-4
d_o_p,8
Adi CS,1
Snowy,3
Jonafla,1
Prashant Bhayani,4
Bobby Farrell,0
nezroy,6
Kumar Bibek,0
Jeffrey Schultz,2
user258427,0
PikeCoAL,0
Wolf5370,4
Choze,7
Phuah Yee Keat,0
Guppel,0
hdan,4
SunWukong,0
dreerr,0
Rex M,10
John Allsopp,2
Ankur Banerjee,15
kukabunga,3
gopinathan,0
hak8or,0
SMka,4
droseman,3
Zlatiborac,0
Equiso,22
Gigel,0
Terry Simons,0
windson,2
Sebastian Krog,2
J. Kyle Pittman,5
kinki,1
ltackett,6
breskeby,1
Matt Grum,2
user39074,1
jeem,6
vinaykumar,1
Stack User,1
Cram Pisam,0
Artem Svystun,0
Juan Manuel,1
GesterX,1
romerun,11
Scott Main,1
Aaron Solberg,1
galbarm,3
Сергей Гусев,3
eWizardII,2
ricardohead,0
Eric Lebigot,10
deejjaayy,53
Kishan Hathiwala,2
a stray cat,3
DevTeach2010,5
chamantha,2
jose mauricio,1
crm357,0
JonnyJon,27
McShashi,13
Tsunaze,0
andycam,0
Peter van Kekem,1
JeremyReimer,54
Casper Andersen,1
user48094,23
Triynko,7
jamstooks,7
Haon99,2
btree,3
selegnasol,6
Anfigo,3
executor,4
Martin yarwood,3
Morons,0
helpermethod,5
Limbo Peng,1
Kaelin Colclasure,2
jerrytouille,0
user883633,1
Mohamed Mansour,10
milesmeow,3
user285747,3
Eric C C,2
csbrooks,10
machine,2
David Zhao,1
jtomson,11
swapnil Fulmali,-2
Gunee,0
DKB,2
leuthera,0
dhr,3
Anti-Dentite,6
MadViking,1
JCHASE11,1
David Smythe,2
SmartMohi,0
j3ffb,5
Campin Carl,4
user331776,0
Marc MAURICE,7
Shane N,2
Phenwoods,13
Haseeb Asif,0
AlexanderPico,0
rtfminc,10
user421041,0
Darragh J,0
Nicolas Payette,20
jtgameover,11
papadi,0
isobretatel,25
eyesnz,12
Skone,1
Oliver Clément,0
Jonatan Hedborg,1
gates,0
bkit,9
Annie B,1
user557037,1
user332473,2
TheBoss,4
user558610,9
James Couvares,10
Fiona - myaccessible.website,3
Bitfiddler,0
Manuel Rocha,0
colinmarc,2
Aaron Bertrand,12
user95392,3
Magnetic_dud,2
myFriendJoe,4
user248356,1
Romeo Robles,8
Luciano Mammino,0
sfdsdfd,0
user145470,3
user331398,1
Andrew.S,1
makke,3
Aykut Çevik,1
vb.net,3
Kotis,0
Uphill_ What '1,1
devemouse,14
bh5k,23
lynx_guy,1
John Mitchell,0
Sean Nguyen,11
Chad Adams,0
O Surya Kiran,0
user436338,1
Pete Karl II,8
Matt Montag,1
qasali,0
Sergey Levi,3
user96960,26
Sone,5
Reno Robert,0
rds,1
JimmyP,1
Gjorgji,101
Andrew Church,0
user458082,0
user40504,1
Callmeed,3
AdrianB,0
Chao Xu,4
Lee Jarvis,24
Genba,3
Doug Harris,3
TheLukeMcCarthy,2
Honza Javorek,2
Callie,1
Darragh169,-2
Forrest,4
Abhijith,4
Vladimir Kadalashvili,3
giorgian,3
Robin M. Canaday,4
NinjaDebugger,3
Tim Speed,1
Suvin,0
cpjolicoeur,17
Mariano Cavallo,1
Chris Park,2
Stefan George,1
CodeJunki,0
t1ck,8
Derek78,1
AJB,8
pf_miles,3
Aryan_wk,1
sbkb,16
gices,1
Paul Sheldrake,3
Julian Aubourg,3
HM2K,1
Etienne PIERRE,1
nelas,2
Angus Glashier,3
Colin Valliant,15
JMASON,2
jjkparker,72
Unhandled exception,-2
drewr,5
user52542,2
Arnhem,1
Logic Labs,2
cxreg,99
Jevgeni Kabanov,5
Mindaugas Mozūras,6
K. Brian Kelley,2
Ilya Khaprov,1
vonPetrushev,2
ysree,0
bmacadam,4
barrylloyd,1
Valdemarick,4
Keith Kim,118
Leonard H. Martin,10
Adnan Z,1
Rivet,2
Darkoni,2
Edin Dazdarevic,0
DaniCE,3
sszarek,0
user123417,113
wdebeaum,5
Green Anthony,0
ghayenga,0
caracal,11
gorlum0,4
wafa_sh,1
LorenzCK,6
Winterstream,4
VHF,2
quardas,2
Sujit Prabhakaran,0
Sir.Nathan Stassen,2
Sumith Harshan,4
Stefan Kandlbinder,1
swatkat,5
lakai,2
dan.s.ward,1
Bryan DeYoung,4
Lyczos,1
Patrick White,7
Madi D.,1
EvenPrime,1
cju,4
Ipsita Rout,0
Lorence,1
Mannusanghi,2
lucapette,13
Jason Austin,4
Thomaas,0
zobars,1
user500949,2
SecureFish,0
Dionysus,1
Randy Hosler,2
grivei,0
Tadeusz Wójcik,1
Guillaume Roy,0
erazor,1
Bored Elf,1
Sept,2
DeanVos,1
user386207,0
Padmanaban,1
Muhammad Hasnain,0
Nerdfest,2
Lars K.,4
simonox,11
Abhishek Rahul,1
PlagueHammer,55
awshepard,4
user258325,0
claymation,2
Bjorn J,2
user36064,7
jdo,2
ofi,1
tye,5
Frentos,2
bonyiii,27
theomodsim,2
Sam Brightman,2
Bill Barnes,6
RobertT,0
Damien Koh,0
Greg Ambrose,0
user373140,0
Andreas Herz,0
Gürkan Yeniçeri,0
Zoltan Kochan,4
Kingamoon,3
user88762,1
Dmitri Farkov,5
SimonT,1
user268744,5
R Bremner,3
msqui,0
ARKBAN,9
Ade Miller,4
Yi-Ru Lin,2
pambuk,134
Muppa Divya,1
Furlong,2
vame,0
Sean Corfield,4
NotAround,1
bruk,-2
Griff,2
MikeRand,3
Chrissi,2
webnuwan,4
phani987,5
Jaepil,0
muuh-gnu,20
Hatbocs,0
Darryl Gove,9
Anton Ng,0
Chris Cheung,0
hhoud,2
user401321,1
Kim Ming Yap,2
Branko,4
Bruce Aldridge,5
hodgesmr,8
Jonathan Patt,9
user200008,1
Dan Stern,0
Brendan Heywood,2
Pyttroll,17
Larry Lustig,2
Hons,4
Stephen Ierodiaconou,2
blazt,2
cpt_ahag,2
Serji,0
Davinel,2
Stuck,5
Pizzach,-4
brian_mk,1
gubaer,2
loneboat,2
Bogdan Bocse,9
sarh,2
ZoserLock,0
kiran826,3
Ryan Graves,8
Hannesh,1
cbros2008,2
marcush,0
pu.griffin,2
RESTful Web Service,3
Dan Harper,2
AverageCoder,0
Erhan Baris,0
Ninjastyle,0
jazzBox,1
Gafitescu Daniel,2
Bulan,2
Mark Davidson,6
manovi,1
Dhiman Saha,1
Grzesiek,0
gmang,1
Wilbo Baggins,22
Tony Clark,6
user61931,1
leonm,3
Venkata Sagar,0
Kristoffer Schroeder,2
nurit,0
Tarun Bhatia,4
Sam Stokes,27
David Sherret,1
Adam Ziolkowski,6
user485440,1
Tomi Junnila,27
h3n,4
Annie Chen,0
FrediWeber,0
Servan Wolff,-1
CMJ Designs,23
dmw,10
smskelley,1
dogatonic,0
Ajay Kelkar,1
gsakkis,10
Naveen Mettapally,0
user397729,0
user55807,140
Matthew Hegarty,1
gilbertc,3
Hassen,2
Mahmoud Hossam,20
Kevin Qin,1
user355056,3
Edglex,-3
wout,1
Ian Carpenter,6
Menuta,1
user96747,2
goel,5
Jonathan Nadeau,21
rgksugan,2
Darin Dimitrov,6
Nader Eloshaiker,2
Leejoy,4
BADC0DE,30
Priest,4
Lee Domin,0
foz1284,2
Ilyes Gouta,21
Matt Hendricks,8
jra,2
xboard,1
Aric TenEyck,5
Remco Schoeman,2
Marcel de Castilho,11
James Roscoe,3
ninjagod,0
Galmi,1
Antientropic,0
Jeff Keslinke,10
Sherif Omar,4
dutertimes,1
Mandar Khole,3
Rob Oxspring,10
Jonathan Schuster,5
Clint Simon,15
Hudson Hawk,2
Mat W,3
GoJian,4
chm,2
Jim Rubenstein,1
JustLooking,8
lihnid,0
user350887,4
MrJohs,0
Thomas Manalil,7
user142865,3
susant,2
J. Hayashi,0
Aaron Janes,1
zhou,13
rihanna,1
dqminh,25
stonean,0
Daniel Loureiro,6
snill0,0
user9845,15
pjdiii,1
safetycopy,1
user453665,0
Kevin Quinn,29
Sid Raina,0
matt-the-woliver,2
VIBA,21
Harpua,2
user38341,1
Yury Litvinov,2
sutch,2
bertzzie,0
edmiikk grumble,0
linux_mike,96
Toris,3
Yoos,0
Peter Evjan,3
jminkler,0
paoloricardo,46
yawn,9
NPehrsson,1
Pavel Chikulaev,0
Probes,1
user445109,0
Abhijit Remaniche,1
luoq,6
Rober,2
dhough87,0
Fakhrul,3
icanhasserver,2
user513788,1
KristianB,0
iedude,1
Henrik Mikael Kristensen,2
adilei,1
John Snyders,5
ihorko,2
PapaMac,5
Vijay Govindarajulu,2
Rod B,0
Vid,0
Jaimy Azle,0
Benjamin Peter,2
Alexander Galkin,2
ertemplin,0
Ron Eggbertson,4
user163425,1
Akhit,2
MercurieVV,0
Javier Mollá,1
Filip Palm,2
Duppidupp,0
pgmura,2
hrishikesh,0
keane,0
OPTION,0
Yohei,3
Zach Saw,5
citizencane,1
Martin Gunnarsson,2
Rails Fan,2
Bonvoyager,0
iregy,0
Brendan Kendrick,1
Michael Kohl,4
eyecreate,3
user268358,1
Darko Romanov,1
Thyme,0
jagin,3
cyberian,0
sevcsik,0
hardingdgh,6
notnot,7
user466130,0
Dave Kok,1
Seong-Kook Shin,0
Joaquim Rendeiro,2
jcaose,0
Tofiq,3
cgossain,3
user79762,2
Nefzen,21
RonU,1
user393899,2
Evan Schumacher,5
cogg,10
metaslug001,1
msurovcak,3
paniq,3
Telmo Marques,1
kor65,0
flashing,0
therookie,1
RINSON KE,2
markdigi,4
Rooke,2
damzam,6
Adrian Gee,3
yh2,1
ohohoho,1
sfish,4
Maya Kathrine Andersen,2
Dan Iverson,2
Saqib Farooq,1
MortMan,2
Johnny Maelstrom,839
Jenn D.,5
Vahid Jafari,3
evets,4
Solitaire,-1
cch,1
user110665,9
Richard Kernahan,87
Hauba,0
Suzy,0
Jim Bradley,1
Tamás Pap,3
PlexQ,-3
zota,0
petranaya,0
newtriks,0
Aida,0
plaugg,1
yatskevich,2
ImadArif,0
xls,2
Zeljko Dakic,5
jeff1234567890,2
Jason N,0
zechariahs,2
user235699,0
user259973,589
Bill Greer,1
sph,4
Tomo,3
Jon D. Koon,1
Eusebio,1
mtgred,10
user2416437,0
Edwin Buck,5
Gonzalo Contento,15
Peleyal,1
evilGoldfish,1
G. Grothendieck,8
Thomas Hewes,0
Adam W. McKinley,3
Mauro Takeda,0
Rahul Rohilla,1
watduyuwan,0
Brandon Smith,1
tryinHard,0
KR.,0
Mark24x7,24
Pranay Airan,2
Saab,3
NSSunrider,0
bzak,1
bradhouse,51
Adam Doherty,1
Christopher Howlin,2
user445714,0
dnlmax,2
iryndin,1
Mike Royle,1
paranoio,1
squiddle,1
Mitkins,1
FixingGenie,0
Dianna,0
malenkylizards,1
Nicola Peluchetti,1
EF.,2
Aramaki,1
Kalavathi,1
ArJayKay,1
ccarpenterg,10
Kalaj,-2
Adam Williams,0
Denis Babak,3
Kiran Chaudhary,0
yarik,4
Christophski,0
Monish Gandhi,12
Lewy,1
user3133105,0
niXman,1
Benjamin Oakes,7
Ehtsham,1
flq,4
Terry Blanchard,10
jmat,1
brione,0
Lipska,56
Michael Ibarra,0
Al Scherer,1
krafter,0
xythobuz,1
dontera,0
RaxinII,0
Alienpenguin,1
Micko,1
user362986,1
Anders Brunland,0
HappyCoder,1
BonsaiKitt3n,1
MtotheThird,9
Chad Green,2
biosFF,0
H. Mora,1
n-b,6
Derrick Smith,0
user305328,0
etsuba,2
user145110,2
Daniel Schuler,3
Wolf Schmidt-MSFT,3
Sarah B.,1
utahwithak,2
marcuspfister,3
deko,0
ios developer,1
Anthony D. Green,1
JonC,3
owcs,3
GlennG,2
Pete Clark,8
A-IV,59
dither,0
user311164,4
Meet88,4
mmengel,1
user315459,7
lopkiju,1
craigp,8
ishank,0
sonstabo,2
hopla,16
Sean Coyne,2
RngTng,6
hashb,2
Marc Losier,0
shanimal,39
abudaan,2
pastjean,3
Waldo Bronchart,67
simme,2
avida,4
Figo,8
jfding,22
Maine,3
AlexisWilliams,3
user249572,1
Richard S. Hall,3
jazzezravi,0
pikapika,0
Kevin Brassen,2
koenigdmj,2
Wimpje,11
kartan,39
tejas_grande,2
SP534,0
user226596,0
SAHM,1
Graeme Wicksted,2
John Hoover,1
Thingol,2
symonc,3
Tim Booker,5
cop4587,1
Brian Carter,0
r99,1
Loops,4
Craigger,1
nortron,2
Basil Gass,1
memilanuk,12
Floppy Max,34
noahkuhn,4
jcinis,7
rippeltippel,2
Ryan Roark,1
jfarmer,4
Андрей,-2
HanClinto,14
Dmitri Kouminov,1
dsldsl,3
Sunil Sharma,0
collabwriter,0
J Stephan,0
Pirmin Braun,0
ababo,1
Alexey Borzenkov,2
shampoopy,1
Walter Matte,2
Vinay Yadav,6
zazu,0
DeezCashews,2
Chris Skaaning,6
Zepher,1
Knightrunner,1
Fabrizio C.,2
user56963,0
framara,6
guest123456789,1
jayanthi bala,3
appWoW,0
Rajan Solanki,1
VitalyVal,1
Agemen,6
Laques,0
user122401,14
ArmlessJohn,0
Paweł Nadolski,2
TheArchitect,3
Morchot,0
Abadon,6
elwyn,5
Varsha,1
dudkaman,5
bob white,0
razieh eskandari,0
Yamini,0
